K_cap,group_size,max_offspring,threshold,type,beta,rep,extinct,time_to_extinction
500,1,6,1,FALSE,2,17,1,377
1000,1,6,1,FALSE,2,17,1,360
250,3,6,1,FALSE,2,17,1,392
500,3,6,1,FALSE,2,17,1,359
1000,3,6,1,FALSE,2,17,1,369
250,5,6,1,FALSE,2,17,1,411
500,5,6,1,FALSE,2,17,1,426
1000,5,6,1,FALSE,2,17,1,401
250,10,6,1,FALSE,2,17,1,313
500,10,6,1,FALSE,2,17,1,387
1000,10,6,1,FALSE,2,17,1,383
250,1,10,1,FALSE,2,17,1,403
500,1,10,1,FALSE,2,17,1,412
1000,1,10,1,FALSE,2,17,0,NA
250,3,10,1,FALSE,2,17,1,388
500,3,10,1,FALSE,2,17,1,429
1000,3,10,1,FALSE,2,17,1,473
250,5,10,1,FALSE,2,17,1,429
500,5,10,1,FALSE,2,17,1,461
1000,5,10,1,FALSE,2,17,1,457
250,10,10,1,FALSE,2,17,1,415
500,10,10,1,FALSE,2,17,1,383
1000,10,10,1,FALSE,2,17,1,419
250,1,3,0,TRUE,4,17,1,342
500,1,3,0,TRUE,4,17,1,307
1000,1,3,0,TRUE,4,17,1,326
250,3,3,0,TRUE,4,17,1,340
500,3,3,0,TRUE,4,17,1,359
1000,3,3,0,TRUE,4,17,1,324
250,5,3,0,TRUE,4,17,1,399
500,5,3,0,TRUE,4,17,1,336
1000,5,3,0,TRUE,4,17,1,395
250,10,3,0,TRUE,4,17,1,425
500,10,3,0,TRUE,4,17,1,488
1000,10,3,0,TRUE,4,17,0,NA
250,1,6,0,TRUE,4,17,1,319
500,1,6,0,TRUE,4,17,1,361
1000,1,6,0,TRUE,4,17,1,388
250,3,6,0,TRUE,4,17,1,465
500,3,6,0,TRUE,4,17,1,380
1000,3,6,0,TRUE,4,17,1,462
250,5,6,0,TRUE,4,17,1,393
500,5,6,0,TRUE,4,17,1,399
1000,5,6,0,TRUE,4,17,0,NA
250,10,6,0,TRUE,4,17,0,NA
500,10,6,0,TRUE,4,17,0,NA
1000,10,6,0,TRUE,4,17,0,NA
250,1,10,0,TRUE,4,17,1,423
500,1,10,0,TRUE,4,17,0,NA
1000,1,10,0,TRUE,4,17,1,456
250,3,10,0,TRUE,4,17,1,446
500,3,10,0,TRUE,4,17,1,408
1000,3,10,0,TRUE,4,17,0,NA
250,5,10,0,TRUE,4,17,0,NA
500,5,10,0,TRUE,4,17,0,NA
1000,5,10,0,TRUE,4,17,0,NA
250,10,10,0,TRUE,4,17,0,NA
500,10,10,0,TRUE,4,17,0,NA
1000,10,10,0,TRUE,4,17,0,NA
250,1,3,0.25,TRUE,4,17,1,296
500,1,3,0.25,TRUE,4,17,1,306
1000,1,3,0.25,TRUE,4,17,1,331
250,3,3,0.25,TRUE,4,17,1,367
500,3,3,0.25,TRUE,4,17,1,421
1000,3,3,0.25,TRUE,4,17,1,415
250,5,3,0.25,TRUE,4,17,1,327
500,5,3,0.25,TRUE,4,17,0,NA
1000,5,3,0.25,TRUE,4,17,1,466
250,10,3,0.25,TRUE,4,17,0,NA
500,10,3,0.25,TRUE,4,17,0,NA
1000,10,3,0.25,TRUE,4,17,0,NA
250,1,6,0.25,TRUE,4,17,1,370
500,1,6,0.25,TRUE,4,17,1,429
1000,1,6,0.25,TRUE,4,17,1,410
250,3,6,0.25,TRUE,4,17,1,481
500,3,6,0.25,TRUE,4,17,0,NA
1000,3,6,0.25,TRUE,4,17,0,NA
250,5,6,0.25,TRUE,4,17,0,NA
500,5,6,0.25,TRUE,4,17,0,NA
1000,5,6,0.25,TRUE,4,17,0,NA
250,10,6,0.25,TRUE,4,17,0,NA
500,10,6,0.25,TRUE,4,17,0,NA
1000,10,6,0.25,TRUE,4,17,0,NA
250,1,10,0.25,TRUE,4,17,1,390
500,1,10,0.25,TRUE,4,17,1,348
1000,1,10,0.25,TRUE,4,17,1,371
250,3,10,0.25,TRUE,4,17,0,NA
500,3,10,0.25,TRUE,4,17,0,NA
1000,3,10,0.25,TRUE,4,17,0,NA
250,5,10,0.25,TRUE,4,17,0,NA
500,5,10,0.25,TRUE,4,17,0,NA
1000,5,10,0.25,TRUE,4,17,0,NA
250,10,10,0.25,TRUE,4,17,0,NA
500,10,10,0.25,TRUE,4,17,0,NA
1000,10,10,0.25,TRUE,4,17,0,NA
250,1,3,0.5,TRUE,4,17,1,295
500,1,3,0.5,TRUE,4,17,1,333
1000,1,3,0.5,TRUE,4,17,1,319
250,3,3,0.5,TRUE,4,17,0,NA
500,3,3,0.5,TRUE,4,17,0,NA
1000,3,3,0.5,TRUE,4,17,0,NA
250,5,3,0.5,TRUE,4,17,0,NA
500,5,3,0.5,TRUE,4,17,0,NA
1000,5,3,0.5,TRUE,4,17,0,NA
250,10,3,0.5,TRUE,4,17,0,NA
500,10,3,0.5,TRUE,4,17,0,NA
1000,10,3,0.5,TRUE,4,17,0,NA
250,1,6,0.5,TRUE,4,17,1,373
500,1,6,0.5,TRUE,4,17,1,364
1000,1,6,0.5,TRUE,4,17,1,359
250,3,6,0.5,TRUE,4,17,1,471
500,3,6,0.5,TRUE,4,17,0,NA
1000,3,6,0.5,TRUE,4,17,0,NA
250,5,6,0.5,TRUE,4,17,0,NA
500,5,6,0.5,TRUE,4,17,0,NA
1000,5,6,0.5,TRUE,4,17,0,NA
250,10,6,0.5,TRUE,4,17,0,NA
500,10,6,0.5,TRUE,4,17,0,NA
1000,10,6,0.5,TRUE,4,17,0,NA
250,1,10,0.5,TRUE,4,17,1,434
500,1,10,0.5,TRUE,4,17,1,436
1000,1,10,0.5,TRUE,4,17,1,438
250,3,10,0.5,TRUE,4,17,0,NA
500,3,10,0.5,TRUE,4,17,0,NA
1000,3,10,0.5,TRUE,4,17,0,NA
250,5,10,0.5,TRUE,4,17,0,NA
500,5,10,0.5,TRUE,4,17,0,NA
1000,5,10,0.5,TRUE,4,17,0,NA
250,10,10,0.5,TRUE,4,17,0,NA
500,10,10,0.5,TRUE,4,17,0,NA
1000,10,10,0.5,TRUE,4,17,0,NA
250,1,3,1,TRUE,4,17,1,292
500,1,3,1,TRUE,4,17,1,357
1000,1,3,1,TRUE,4,17,1,340
250,3,3,1,TRUE,4,17,1,347
500,3,3,1,TRUE,4,17,1,353
1000,3,3,1,TRUE,4,17,1,351
250,5,3,1,TRUE,4,17,1,296
500,5,3,1,TRUE,4,17,1,325
1000,5,3,1,TRUE,4,17,1,356
250,10,3,1,TRUE,4,17,1,278
500,10,3,1,TRUE,4,17,1,345
1000,10,3,1,TRUE,4,17,1,357
250,1,6,1,TRUE,4,17,1,400
500,1,6,1,TRUE,4,17,1,355
1000,1,6,1,TRUE,4,17,1,406
250,3,6,1,TRUE,4,17,1,338
500,3,6,1,TRUE,4,17,1,378
1000,3,6,1,TRUE,4,17,1,383
250,5,6,1,TRUE,4,17,1,383
500,5,6,1,TRUE,4,17,1,386
1000,5,6,1,TRUE,4,17,1,399
250,10,6,1,TRUE,4,17,1,327
500,10,6,1,TRUE,4,17,1,449
1000,10,6,1,TRUE,4,17,1,350
250,1,10,1,TRUE,4,17,1,388
500,1,10,1,TRUE,4,17,1,416
1000,1,10,1,TRUE,4,17,1,435
250,3,10,1,TRUE,4,17,1,362
500,3,10,1,TRUE,4,17,1,404
1000,3,10,1,TRUE,4,17,1,465
250,5,10,1,TRUE,4,17,1,379
500,5,10,1,TRUE,4,17,1,431
1000,5,10,1,TRUE,4,17,1,467
250,10,10,1,TRUE,4,17,1,429
500,10,10,1,TRUE,4,17,1,433
1000,10,10,1,TRUE,4,17,1,425
250,1,3,0,FALSE,4,17,1,315
500,1,3,0,FALSE,4,17,1,294
1000,1,3,0,FALSE,4,17,1,354
250,3,3,0,FALSE,4,17,1,361
500,3,3,0,FALSE,4,17,1,340
1000,3,3,0,FALSE,4,17,1,375
250,5,3,0,FALSE,4,17,1,370
500,5,3,0,FALSE,4,17,1,399
1000,5,3,0,FALSE,4,17,1,460
250,10,3,0,FALSE,4,17,1,303
500,10,3,0,FALSE,4,17,0,NA
1000,10,3,0,FALSE,4,17,1,444
250,1,6,0,FALSE,4,17,1,401
500,1,6,0,FALSE,4,17,1,350
1000,1,6,0,FALSE,4,17,1,365
250,3,6,0,FALSE,4,17,1,476
500,3,6,0,FALSE,4,17,1,463
1000,3,6,0,FALSE,4,17,0,NA
250,5,6,0,FALSE,4,17,1,424
500,5,6,0,FALSE,4,17,1,490
1000,5,6,0,FALSE,4,17,0,NA
250,10,6,0,FALSE,4,17,0,NA
500,10,6,0,FALSE,4,17,0,NA
1000,10,6,0,FALSE,4,17,0,NA
250,1,10,0,FALSE,4,17,1,353
500,1,10,0,FALSE,4,17,1,391
1000,1,10,0,FALSE,4,17,1,443
250,3,10,0,FALSE,4,17,0,NA
500,3,10,0,FALSE,4,17,1,477
1000,3,10,0,FALSE,4,17,0,NA
250,5,10,0,FALSE,4,17,0,NA
500,5,10,0,FALSE,4,17,0,NA
1000,5,10,0,FALSE,4,17,0,NA
250,10,10,0,FALSE,4,17,0,NA
500,10,10,0,FALSE,4,17,0,NA
1000,10,10,0,FALSE,4,17,0,NA
250,1,3,0.25,FALSE,4,17,1,313
500,1,3,0.25,FALSE,4,17,1,312
1000,1,3,0.25,FALSE,4,17,1,344
250,3,3,0.25,FALSE,4,17,1,317
500,3,3,0.25,FALSE,4,17,1,337
1000,3,3,0.25,FALSE,4,17,1,341
250,5,3,0.25,FALSE,4,17,1,330
500,5,3,0.25,FALSE,4,17,1,362
1000,5,3,0.25,FALSE,4,17,1,343
250,10,3,0.25,FALSE,4,17,1,391
500,10,3,0.25,FALSE,4,17,1,455
1000,10,3,0.25,FALSE,4,17,1,466
250,1,6,0.25,FALSE,4,17,1,344
500,1,6,0.25,FALSE,4,17,1,365
1000,1,6,0.25,FALSE,4,17,1,404
250,3,6,0.25,FALSE,4,17,1,405
500,3,6,0.25,FALSE,4,17,1,425
1000,3,6,0.25,FALSE,4,17,1,409
250,5,6,0.25,FALSE,4,17,0,NA
500,5,6,0.25,FALSE,4,17,1,456
1000,5,6,0.25,FALSE,4,17,1,500
250,10,6,0.25,FALSE,4,17,0,NA
500,10,6,0.25,FALSE,4,17,0,NA
1000,10,6,0.25,FALSE,4,17,0,NA
250,1,10,0.25,FALSE,4,17,1,432
500,1,10,0.25,FALSE,4,17,1,397
1000,1,10,0.25,FALSE,4,17,1,408
250,3,10,0.25,FALSE,4,17,1,394
500,3,10,0.25,FALSE,4,17,0,NA
1000,3,10,0.25,FALSE,4,17,1,490
250,5,10,0.25,FALSE,4,17,0,NA
500,5,10,0.25,FALSE,4,17,0,NA
1000,5,10,0.25,FALSE,4,17,0,NA
250,10,10,0.25,FALSE,4,17,0,NA
500,10,10,0.25,FALSE,4,17,0,NA
1000,10,10,0.25,FALSE,4,17,0,NA
250,1,3,0.5,FALSE,4,17,1,268
500,1,3,0.5,FALSE,4,17,1,327
1000,1,3,0.5,FALSE,4,17,1,345
250,3,3,0.5,FALSE,4,17,1,336
500,3,3,0.5,FALSE,4,17,1,325
1000,3,3,0.5,FALSE,4,17,1,361
250,5,3,0.5,FALSE,4,17,1,275
500,5,3,0.5,FALSE,4,17,1,312
1000,5,3,0.5,FALSE,4,17,1,391
250,10,3,0.5,FALSE,4,17,1,384
500,10,3,0.5,FALSE,4,17,1,365
1000,10,3,0.5,FALSE,4,17,1,373
250,1,6,0.5,FALSE,4,17,1,356
500,1,6,0.5,FALSE,4,17,1,350
1000,1,6,0.5,FALSE,4,17,1,410
250,3,6,0.5,FALSE,4,17,1,378
500,3,6,0.5,FALSE,4,17,1,381
1000,3,6,0.5,FALSE,4,17,1,423
250,5,6,0.5,FALSE,4,17,1,367
500,5,6,0.5,FALSE,4,17,1,405
1000,5,6,0.5,FALSE,4,17,1,401
250,10,6,0.5,FALSE,4,17,1,347
500,10,6,0.5,FALSE,4,17,1,450
1000,10,6,0.5,FALSE,4,17,1,482
250,1,10,0.5,FALSE,4,17,1,370
500,1,10,0.5,FALSE,4,17,1,461
1000,1,10,0.5,FALSE,4,17,1,414
250,3,10,0.5,FALSE,4,17,1,393
500,3,10,0.5,FALSE,4,17,1,430
1000,3,10,0.5,FALSE,4,17,1,391
250,5,10,0.5,FALSE,4,17,1,396
500,5,10,0.5,FALSE,4,17,1,447
1000,5,10,0.5,FALSE,4,17,1,440
250,10,10,0.5,FALSE,4,17,1,440
500,10,10,0.5,FALSE,4,17,1,500
1000,10,10,0.5,FALSE,4,17,0,NA
250,1,3,1,FALSE,4,17,1,320
500,1,3,1,FALSE,4,17,1,290
1000,1,3,1,FALSE,4,17,1,353
250,3,3,1,FALSE,4,17,1,274
500,3,3,1,FALSE,4,17,1,346
1000,3,3,1,FALSE,4,17,1,359
250,5,3,1,FALSE,4,17,1,328
500,5,3,1,FALSE,4,17,1,300
1000,5,3,1,FALSE,4,17,1,353
250,10,3,1,FALSE,4,17,1,335
500,10,3,1,FALSE,4,17,1,329
1000,10,3,1,FALSE,4,17,1,326
250,1,6,1,FALSE,4,17,1,323
500,1,6,1,FALSE,4,17,1,358
1000,1,6,1,FALSE,4,17,1,421
250,3,6,1,FALSE,4,17,1,327
500,3,6,1,FALSE,4,17,1,375
1000,3,6,1,FALSE,4,17,1,429
250,5,6,1,FALSE,4,17,1,360
500,5,6,1,FALSE,4,17,1,383
1000,5,6,1,FALSE,4,17,1,375
250,10,6,1,FALSE,4,17,1,392
500,10,6,1,FALSE,4,17,1,382
1000,10,6,1,FALSE,4,17,1,405
250,1,10,1,FALSE,4,17,1,390
500,1,10,1,FALSE,4,17,1,410
1000,1,10,1,FALSE,4,17,1,461
250,3,10,1,FALSE,4,17,1,355
500,3,10,1,FALSE,4,17,1,372
1000,3,10,1,FALSE,4,17,1,413
250,5,10,1,FALSE,4,17,1,347
500,5,10,1,FALSE,4,17,1,395
1000,5,10,1,FALSE,4,17,0,NA
250,10,10,1,FALSE,4,17,1,323
500,10,10,1,FALSE,4,17,1,397
1000,10,10,1,FALSE,4,17,0,NA
250,1,3,0,TRUE,1,18,1,355
500,1,3,0,TRUE,1,18,1,351
1000,1,3,0,TRUE,1,18,1,356
250,3,3,0,TRUE,1,18,1,315
500,3,3,0,TRUE,1,18,1,322
1000,3,3,0,TRUE,1,18,1,327
250,5,3,0,TRUE,1,18,1,285
500,5,3,0,TRUE,1,18,1,368
1000,5,3,0,TRUE,1,18,1,358
250,10,3,0,TRUE,1,18,1,317
500,10,3,0,TRUE,1,18,1,415
1000,10,3,0,TRUE,1,18,1,417
250,1,6,0,TRUE,1,18,1,379
500,1,6,0,TRUE,1,18,1,356
1000,1,6,0,TRUE,1,18,1,389
250,3,6,0,TRUE,1,18,1,427
500,3,6,0,TRUE,1,18,1,421
1000,3,6,0,TRUE,1,18,1,394
250,5,6,0,TRUE,1,18,1,432
500,5,6,0,TRUE,1,18,0,NA
1000,5,6,0,TRUE,1,18,1,439
250,10,6,0,TRUE,1,18,1,466
500,10,6,0,TRUE,1,18,1,443
1000,10,6,0,TRUE,1,18,1,469
250,1,10,0,TRUE,1,18,1,343
500,1,10,0,TRUE,1,18,1,417
1000,1,10,0,TRUE,1,18,1,410
250,3,10,0,TRUE,1,18,0,NA
500,3,10,0,TRUE,1,18,1,458
1000,3,10,0,TRUE,1,18,1,408
250,5,10,0,TRUE,1,18,1,456
500,5,10,0,TRUE,1,18,1,464
1000,5,10,0,TRUE,1,18,1,495
250,10,10,0,TRUE,1,18,0,NA
500,10,10,0,TRUE,1,18,0,NA
1000,10,10,0,TRUE,1,18,0,NA
250,1,3,0.25,TRUE,1,18,1,301
500,1,3,0.25,TRUE,1,18,1,339
1000,1,3,0.25,TRUE,1,18,1,336
250,3,3,0.25,TRUE,1,18,1,272
500,3,3,0.25,TRUE,1,18,1,383
1000,3,3,0.25,TRUE,1,18,1,387
250,5,3,0.25,TRUE,1,18,1,302
500,5,3,0.25,TRUE,1,18,1,462
1000,5,3,0.25,TRUE,1,18,1,413
250,10,3,0.25,TRUE,1,18,1,337
500,10,3,0.25,TRUE,1,18,1,339
1000,10,3,0.25,TRUE,1,18,1,424
250,1,6,0.25,TRUE,1,18,1,376
500,1,6,0.25,TRUE,1,18,1,407
1000,1,6,0.25,TRUE,1,18,1,348
250,3,6,0.25,TRUE,1,18,1,335
500,3,6,0.25,TRUE,1,18,1,463
1000,3,6,0.25,TRUE,1,18,0,NA
250,5,6,0.25,TRUE,1,18,1,386
500,5,6,0.25,TRUE,1,18,0,NA
1000,5,6,0.25,TRUE,1,18,1,473
250,10,6,0.25,TRUE,1,18,0,NA
500,10,6,0.25,TRUE,1,18,0,NA
1000,10,6,0.25,TRUE,1,18,0,NA
250,1,10,0.25,TRUE,1,18,1,406
500,1,10,0.25,TRUE,1,18,1,355
1000,1,10,0.25,TRUE,1,18,1,428
250,3,10,0.25,TRUE,1,18,0,NA
500,3,10,0.25,TRUE,1,18,0,NA
1000,3,10,0.25,TRUE,1,18,0,NA
250,5,10,0.25,TRUE,1,18,0,NA
500,5,10,0.25,TRUE,1,18,0,NA
1000,5,10,0.25,TRUE,1,18,0,NA
250,10,10,0.25,TRUE,1,18,0,NA
500,10,10,0.25,TRUE,1,18,0,NA
1000,10,10,0.25,TRUE,1,18,0,NA
250,1,3,0.5,TRUE,1,18,1,302
500,1,3,0.5,TRUE,1,18,1,333
1000,1,3,0.5,TRUE,1,18,1,312
250,3,3,0.5,TRUE,1,18,1,357
500,3,3,0.5,TRUE,1,18,0,NA
1000,3,3,0.5,TRUE,1,18,0,NA
250,5,3,0.5,TRUE,1,18,1,469
500,5,3,0.5,TRUE,1,18,1,393
1000,5,3,0.5,TRUE,1,18,0,NA
250,10,3,0.5,TRUE,1,18,1,372
500,10,3,0.5,TRUE,1,18,1,484
1000,10,3,0.5,TRUE,1,18,0,NA
250,1,6,0.5,TRUE,1,18,1,350
500,1,6,0.5,TRUE,1,18,1,409
1000,1,6,0.5,TRUE,1,18,1,362
250,3,6,0.5,TRUE,1,18,1,402
500,3,6,0.5,TRUE,1,18,0,NA
1000,3,6,0.5,TRUE,1,18,0,NA
250,5,6,0.5,TRUE,1,18,1,462
500,5,6,0.5,TRUE,1,18,0,NA
1000,5,6,0.5,TRUE,1,18,0,NA
250,10,6,0.5,TRUE,1,18,1,442
500,10,6,0.5,TRUE,1,18,0,NA
1000,10,6,0.5,TRUE,1,18,0,NA
250,1,10,0.5,TRUE,1,18,1,357
500,1,10,0.5,TRUE,1,18,1,420
1000,1,10,0.5,TRUE,1,18,1,420
250,3,10,0.5,TRUE,1,18,1,446
500,3,10,0.5,TRUE,1,18,0,NA
1000,3,10,0.5,TRUE,1,18,0,NA
250,5,10,0.5,TRUE,1,18,1,423
500,5,10,0.5,TRUE,1,18,0,NA
1000,5,10,0.5,TRUE,1,18,0,NA
250,10,10,0.5,TRUE,1,18,0,NA
500,10,10,0.5,TRUE,1,18,0,NA
1000,10,10,0.5,TRUE,1,18,0,NA
250,1,3,1,TRUE,1,18,1,335
500,1,3,1,TRUE,1,18,1,343
1000,1,3,1,TRUE,1,18,1,366
250,3,3,1,TRUE,1,18,1,315
500,3,3,1,TRUE,1,18,1,331
1000,3,3,1,TRUE,1,18,1,365
250,5,3,1,TRUE,1,18,1,318
500,5,3,1,TRUE,1,18,1,344
1000,5,3,1,TRUE,1,18,1,356
250,10,3,1,TRUE,1,18,1,299
500,10,3,1,TRUE,1,18,1,331
1000,10,3,1,TRUE,1,18,1,356
250,1,6,1,TRUE,1,18,1,366
500,1,6,1,TRUE,1,18,1,386
1000,1,6,1,TRUE,1,18,1,447
250,3,6,1,TRUE,1,18,1,362
500,3,6,1,TRUE,1,18,1,342
1000,3,6,1,TRUE,1,18,1,308
250,5,6,1,TRUE,1,18,1,354
500,5,6,1,TRUE,1,18,1,391
1000,5,6,1,TRUE,1,18,1,362
250,10,6,1,TRUE,1,18,1,341
500,10,6,1,TRUE,1,18,1,422
1000,10,6,1,TRUE,1,18,1,1
250,1,10,1,TRUE,1,18,1,479
500,1,10,1,TRUE,1,18,1,430
1000,1,10,1,TRUE,1,18,1,436
250,3,10,1,TRUE,1,18,1,349
500,3,10,1,TRUE,1,18,1,364
1000,3,10,1,TRUE,1,18,1,395
250,5,10,1,TRUE,1,18,1,363
500,5,10,1,TRUE,1,18,1,410
1000,5,10,1,TRUE,1,18,0,NA
250,10,10,1,TRUE,1,18,1,392
500,10,10,1,TRUE,1,18,1,402
1000,10,10,1,TRUE,1,18,1,401
250,1,3,0,FALSE,1,18,1,281
500,1,3,0,FALSE,1,18,1,327
1000,1,3,0,FALSE,1,18,1,361
250,3,3,0,FALSE,1,18,1,318
500,3,3,0,FALSE,1,18,1,302
1000,3,3,0,FALSE,1,18,1,361
250,5,3,0,FALSE,1,18,1,279
500,5,3,0,FALSE,1,18,1,345
1000,5,3,0,FALSE,1,18,1,391
250,10,3,0,FALSE,1,18,1,353
500,10,3,0,FALSE,1,18,1,382
1000,10,3,0,FALSE,1,18,1,363
250,1,6,0,FALSE,1,18,1,386
500,1,6,0,FALSE,1,18,1,379
1000,1,6,0,FALSE,1,18,1,402
250,3,6,0,FALSE,1,18,1,364
500,3,6,0,FALSE,1,18,1,375
1000,3,6,0,FALSE,1,18,1,433
250,5,6,0,FALSE,1,18,1,384
500,5,6,0,FALSE,1,18,1,436
1000,5,6,0,FALSE,1,18,1,436
250,10,6,0,FALSE,1,18,1,408
500,10,6,0,FALSE,1,18,1,449
1000,10,6,0,FALSE,1,18,1,457
250,1,10,0,FALSE,1,18,1,428
500,1,10,0,FALSE,1,18,1,405
1000,1,10,0,FALSE,1,18,1,442
250,3,10,0,FALSE,1,18,1,400
500,3,10,0,FALSE,1,18,1,406
1000,3,10,0,FALSE,1,18,0,NA
250,5,10,0,FALSE,1,18,1,433
500,5,10,0,FALSE,1,18,1,464
1000,5,10,0,FALSE,1,18,1,476
250,10,10,0,FALSE,1,18,0,NA
500,10,10,0,FALSE,1,18,0,NA
1000,10,10,0,FALSE,1,18,0,NA
250,1,3,0.25,FALSE,1,18,1,276
500,1,3,0.25,FALSE,1,18,1,311
1000,1,3,0.25,FALSE,1,18,1,378
250,3,3,0.25,FALSE,1,18,1,323
500,3,3,0.25,FALSE,1,18,1,334
1000,3,3,0.25,FALSE,1,18,1,356
250,5,3,0.25,FALSE,1,18,1,307
500,5,3,0.25,FALSE,1,18,1,347
1000,5,3,0.25,FALSE,1,18,1,385
250,10,3,0.25,FALSE,1,18,1,332
500,10,3,0.25,FALSE,1,18,1,340
1000,10,3,0.25,FALSE,1,18,1,362
250,1,6,0.25,FALSE,1,18,1,314
500,1,6,0.25,FALSE,1,18,1,388
1000,1,6,0.25,FALSE,1,18,1,381
250,3,6,0.25,FALSE,1,18,1,362
500,3,6,0.25,FALSE,1,18,1,371
1000,3,6,0.25,FALSE,1,18,1,417
250,5,6,0.25,FALSE,1,18,1,432
500,5,6,0.25,FALSE,1,18,1,402
1000,5,6,0.25,FALSE,1,18,1,409
250,10,6,0.25,FALSE,1,18,1,440
500,10,6,0.25,FALSE,1,18,1,410
1000,10,6,0.25,FALSE,1,18,1,426
250,1,10,0.25,FALSE,1,18,1,336
500,1,10,0.25,FALSE,1,18,1,469
1000,1,10,0.25,FALSE,1,18,1,396
250,3,10,0.25,FALSE,1,18,1,419
500,3,10,0.25,FALSE,1,18,1,423
1000,3,10,0.25,FALSE,1,18,1,377
250,5,10,0.25,FALSE,1,18,1,406
500,5,10,0.25,FALSE,1,18,1,397
1000,5,10,0.25,FALSE,1,18,1,406
250,10,10,0.25,FALSE,1,18,1,433
500,10,10,0.25,FALSE,1,18,1,500
1000,10,10,0.25,FALSE,1,18,0,NA
250,1,3,0.5,FALSE,1,18,1,315
500,1,3,0.5,FALSE,1,18,1,376
1000,1,3,0.5,FALSE,1,18,1,357
250,3,3,0.5,FALSE,1,18,1,292
500,3,3,0.5,FALSE,1,18,1,313
1000,3,3,0.5,FALSE,1,18,1,396
250,5,3,0.5,FALSE,1,18,1,371
500,5,3,0.5,FALSE,1,18,1,329
1000,5,3,0.5,FALSE,1,18,1,348
250,10,3,0.5,FALSE,1,18,1,331
500,10,3,0.5,FALSE,1,18,1,347
1000,10,3,0.5,FALSE,1,18,1,300
250,1,6,0.5,FALSE,1,18,1,360
500,1,6,0.5,FALSE,1,18,1,366
1000,1,6,0.5,FALSE,1,18,1,362
250,3,6,0.5,FALSE,1,18,1,352
500,3,6,0.5,FALSE,1,18,1,341
1000,3,6,0.5,FALSE,1,18,1,373
250,5,6,0.5,FALSE,1,18,1,337
500,5,6,0.5,FALSE,1,18,1,405
1000,5,6,0.5,FALSE,1,18,1,355
250,10,6,0.5,FALSE,1,18,1,367
500,10,6,0.5,FALSE,1,18,1,398
1000,10,6,0.5,FALSE,1,18,1,487
250,1,10,0.5,FALSE,1,18,1,400
500,1,10,0.5,FALSE,1,18,1,385
1000,1,10,0.5,FALSE,1,18,1,461
250,3,10,0.5,FALSE,1,18,1,374
500,3,10,0.5,FALSE,1,18,1,454
1000,3,10,0.5,FALSE,1,18,1,487
250,5,10,0.5,FALSE,1,18,1,393
500,5,10,0.5,FALSE,1,18,1,412
1000,5,10,0.5,FALSE,1,18,1,447
250,10,10,0.5,FALSE,1,18,1,440
500,10,10,0.5,FALSE,1,18,1,402
1000,10,10,0.5,FALSE,1,18,1,446
250,1,3,1,FALSE,1,18,1,314
500,1,3,1,FALSE,1,18,1,348
1000,1,3,1,FALSE,1,18,1,384
250,3,3,1,FALSE,1,18,1,301
500,3,3,1,FALSE,1,18,1,351
1000,3,3,1,FALSE,1,18,1,326
250,5,3,1,FALSE,1,18,1,298
500,5,3,1,FALSE,1,18,1,340
1000,5,3,1,FALSE,1,18,1,327
250,10,3,1,FALSE,1,18,1,296
500,10,3,1,FALSE,1,18,1,321
1000,10,3,1,FALSE,1,18,1,331
250,1,6,1,FALSE,1,18,1,354
500,1,6,1,FALSE,1,18,1,367
1000,1,6,1,FALSE,1,18,1,382
250,3,6,1,FALSE,1,18,1,407
500,3,6,1,FALSE,1,18,1,372
1000,3,6,1,FALSE,1,18,1,376
250,5,6,1,FALSE,1,18,1,387
500,5,6,1,FALSE,1,18,1,339
1000,5,6,1,FALSE,1,18,1,396
250,10,6,1,FALSE,1,18,1,367
500,10,6,1,FALSE,1,18,1,369
1000,10,6,1,FALSE,1,18,1,392
250,1,10,1,FALSE,1,18,1,487
500,1,10,1,FALSE,1,18,1,400
1000,1,10,1,FALSE,1,18,1,433
250,3,10,1,FALSE,1,18,1,393
500,3,10,1,FALSE,1,18,1,470
1000,3,10,1,FALSE,1,18,1,471
250,5,10,1,FALSE,1,18,1,394
500,5,10,1,FALSE,1,18,1,428
1000,5,10,1,FALSE,1,18,1,401
250,10,10,1,FALSE,1,18,1,415
500,10,10,1,FALSE,1,18,1,413
1000,10,10,1,FALSE,1,18,1,438
250,1,3,0,TRUE,2,18,1,337
500,1,3,0,TRUE,2,18,1,308
1000,1,3,0,TRUE,2,18,1,333
250,3,3,0,TRUE,2,18,1,339
500,3,3,0,TRUE,2,18,1,375
1000,3,3,0,TRUE,2,18,1,354
250,5,3,0,TRUE,2,18,1,354
500,5,3,0,TRUE,2,18,1,483
1000,5,3,0,TRUE,2,18,1,330
250,10,3,0,TRUE,2,18,1,308
500,10,3,0,TRUE,2,18,1,386
1000,10,3,0,TRUE,2,18,1,423
250,1,6,0,TRUE,2,18,1,367
500,1,6,0,TRUE,2,18,1,415
1000,1,6,0,TRUE,2,18,1,374
250,3,6,0,TRUE,2,18,1,417
500,3,6,0,TRUE,2,18,1,441
1000,3,6,0,TRUE,2,18,1,432
250,5,6,0,TRUE,2,18,1,445
500,5,6,0,TRUE,2,18,1,350
1000,5,6,0,TRUE,2,18,0,NA
250,10,6,0,TRUE,2,18,1,438
